               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                   0,            0.049761,             0.02864,           0.0061065,             0.74759,             0.66247,             0.74698,             0.44582,            0.032194,            0.013263,           0.0019906,            0.070004,           0.0033329,           0.0033329
